prompt_idx,reward,k_t,advantage,abs_advantage,group_mean_reward,data_source
19,0.0,1.5185742378234863,0.0,0.0,0.0,sciq
19,0.0,2.0374698638916016,0.0,0.0,0.0,sciq
19,0.0,1.3121190071105957,0.0,0.0,0.0,sciq
19,0.0,1.5632349252700806,0.0,0.0,0.0,sciq
19,0.0,1.4336215257644653,0.0,0.0,0.0,sciq
21,0.0,1.1135107278823853,-0.6,0.6,0.6,sciq
34,0.0,1.8147825002670288,-0.6,0.6,0.6,sciq
34,0.0,1.396613597869873,-0.6,0.6,0.6,sciq
43,0.0,1.322625994682312,-0.8,0.8,0.8,sciq
46,0.0,0.9254701733589172,0.0,0.0,0.0,kk_logic
62,0.0,0.9233999252319336,-0.8,0.8,0.8,sciq
63,0.0,1.5438346862792969,-0.4,0.4,0.4,sciq
63,0.0,0.9827895164489746,-0.4,0.4,0.4,sciq
92,0.0,0.9229462146759033,0.0,0.0,0.0,kk_logic
97,0.0,1.0140070915222168,0.0,0.0,0.0,sciq
97,0.0,1.0440821647644043,0.0,0.0,0.0,sciq
97,0.0,0.9544812440872192,0.0,0.0,0.0,sciq
